point_id,lon,lat,ndvi_2025,mapped_class,terrace_status,reference_class,notes
45,74.84713539943226,33.9344437625496,0.12230049818754196,bare_earth,likely_degraded,,
46,74.78757709609513,33.91306385878755,0.3697221875190735,vegetated,intact,,
47,74.95744851632213,34.01457348589306,0.2584044933319092,vegetated,intact,,
48,74.95610104339596,33.97684424396004,0.25783827900886536,vegetated,intact,,
49,75.03955453329066,33.90677565179872,0.6858917474746704,vegetated,intact,,
50,74.78685844386784,33.91009941834996,0.3625867962837219,vegetated,intact,,
51,74.78703810692467,33.89213311266757,0.5419778823852539,vegetated,intact,,
52,74.76278359425343,33.8893483352868,0.46832823753356934,vegetated,intact,,
53,74.84497944275037,33.948008323339806,0.05838217958807945,bare_earth,likely_degraded,,
54,74.8068908747037,34.082396289844084,-0.009203469380736351,bare_earth,likely_degraded,,
55,74.98098437676607,33.870214219735054,0.4025692045688629,vegetated,intact,,
56,74.80985531514129,34.090750621986395,0.002446747152134776,bare_earth,intact,,
57,74.96050278828814,34.01906506231366,0.140615314245224,bare_earth,intact,,
58,74.85162697585285,33.944415062203326,0.06520908325910568,bare_earth,likely_degraded,,
59,74.78380417190183,33.99265459296054,0.04968474060297012,bare_earth,intact,,
60,74.7888347374929,33.97405946657927,0.07403363287448883,bare_earth,intact,,
61,74.82279105523261,33.917645266736564,0.4676494598388672,vegetated,intact,,
62,74.78155838369153,33.88791103083221,0.13233479857444763,bare_earth,intact,,
63,74.8039264342661,34.083384436656615,0.03527902439236641,bare_earth,intact,,
64,74.80437559190817,34.08545056181009,0.07449951022863388,bare_earth,intact,,
65,74.87534249935361,33.94477438831697,0.3346647620201111,vegetated,intact,,
66,74.98089454523766,33.99867330536414,0.12441866844892502,bare_earth,intact,,
67,74.95466373894136,33.99687667479591,0.22880177199840546,vegetated,intact,,
68,75.10935363086675,33.92896403931647,0.6648814082145691,vegetated,intact,,
69,74.84722523096067,33.95088293224899,0.07598289102315903,bare_earth,likely_degraded,,
70,74.94253648260575,33.99786482160844,0.35824301838874817,vegetated,intact,,
71,74.93570928644644,34.03757035716652,0.32977721095085144,vegetated,intact,,
72,74.8007823307717,34.09676933439,0.0606105737388134,bare_earth,intact,,
73,74.94738738514,33.862129382177976,0.27712300419807434,vegetated,intact,,
74,75.01925260786956,33.883599117468435,0.7200000286102295,vegetated,intact,,
75,74.79889586867505,33.92375381066858,0.14262905716896057,bare_earth,intact,,
76,74.95915531536197,34.00082926204603,0.2998606562614441,vegetated,intact,,
77,74.97559448506135,33.86320736051892,0.33528995513916016,vegetated,intact,,
78,74.8466862417902,33.94001331731114,0.07009432464838028,bare_earth,likely_degraded,,
79,74.85881349812581,33.952679562817224,0.09232769906520844,bare_earth,likely_degraded,,
80,74.86546103122829,33.93776752910084,0.2213294357061386,vegetated,intact,,
81,74.85252529113697,33.926448756520934,0.5865921974182129,vegetated,intact,,
82,74.84479977969355,34.02346680720584,0.08236861974000931,bare_earth,likely_degraded,,
83,75.11537234327035,33.92608943040729,-0.0298822820186615,bare_earth,likely_degraded,,
84,74.83788275200583,33.91261470114549,0.5652729272842407,vegetated,intact,,
85,74.96409604942463,33.97909003217034,0.23782069981098175,vegetated,intact,,
86,74.80518407566387,34.08374376277026,-0.05001693591475487,bare_earth,intact,,
87,74.87183906974555,33.9118960489182,0.3658252954483032,vegetated,intact,,
88,74.84758455707431,33.93381494185071,0.053467441350221634,bare_earth,likely_degraded,,
89,74.84866253541526,33.95187107906152,0.10146370530128479,bare_earth,likely_degraded,,
90,74.7850618132996,33.859254773268795,0.12906454503536224,bare_earth,intact,,
91,74.91918028521864,34.001098756631265,0.2739166021347046,vegetated,intact,,
92,74.76988028499798,33.98052733662493,0.4090629518032074,vegetated,intact,,
93,74.94307547177623,34.00675814292122,0.23997089266777039,vegetated,intact,,
94,75.06758197015519,33.90614683109983,0.6517804861068726,vegetated,intact,,
95,74.84156584467071,33.92312498996969,0.4359375834465027,vegetated,intact,,
96,74.75389027294065,33.93848618132814,0.34678900241851807,vegetated,intact,,
97,74.8061722224764,34.09542186146382,0.05141201987862587,bare_earth,intact,,
98,75.01278473782389,33.92806572403235,0.1492251604795456,bare_earth,intact,,
99,74.80275862439676,33.89401957476422,0.35717424750328064,vegetated,intact,,
100,74.79368564002715,33.87030405126347,0.45793768763542175,vegetated,intact,,
101,74.76736500220244,33.98744436431265,-0.029244383797049522,bare_earth,intact,,
102,74.85836434048375,33.95115242683422,0.06589185446500778,bare_earth,likely_degraded,,
103,74.84551843192084,33.94980495390804,0.04887000098824501,bare_earth,likely_degraded,,
104,74.84857270388684,33.941270958708905,0.12223392724990845,bare_earth,likely_degraded,,
105,74.79817721644774,33.87003455667823,0.3542202115058899,vegetated,intact,,
106,74.84156584467071,33.939833654254315,0.07084019482135773,bare_earth,likely_degraded,,
107,74.82386903357356,33.87758040506483,0.43961966037750244,vegetated,intact,,
108,74.95807733702102,33.89294159642328,0.42161521315574646,vegetated,intact,,
109,74.9287024272303,33.9900494786366,0.08400103449821472,bare_earth,intact,,
110,74.8039264342661,34.08356409971344,0.0033791393507272005,bare_earth,intact,,
111,74.8557592261598,33.957710128408294,0.07910104095935822,bare_earth,likely_degraded,,
112,74.96939610960092,33.9991224630062,0.3185087740421295,vegetated,intact,,
113,74.84731506248909,33.950793100720574,0.0872165635228157,bare_earth,likely_degraded,,
114,75.03236801101771,33.869046409865696,0.3096246123313904,vegetated,intact,,
115,74.84201500231278,33.94396590456127,0.04962208494544029,bare_earth,likely_degraded,,
116,74.80266879286835,33.89419923782104,0.4717242121696472,vegetated,intact,,
117,74.8083281791583,34.08661837167944,0.06420021504163742,bare_earth,intact,,
118,74.82584532719862,33.93345561573707,0.28127938508987427,vegetated,intact,,
119,74.83123521890334,33.91045874446361,0.5120803713798523,vegetated,intact,,
120,74.80814851610147,34.09066079045798,0.049478061497211456,bare_earth,intact,,
121,74.79799755339091,33.91270453267391,0.31562045216560364,vegetated,intact,,
122,74.86114911786453,33.922855495384454,0.08661225438117981,bare_earth,likely_degraded,,
123,74.80141115147057,34.13099514671495,0.14605121314525604,bare_earth,likely_degraded,,
124,74.8129095871073,33.904080705946356,0.3779985010623932,vegetated,intact,,
125,74.9376855800715,34.03343810685957,0.09180903434753418,bare_earth,intact,,
126,74.9361584440885,33.99930212606303,0.5009918212890625,vegetated,intact,,
127,74.84057769785818,33.9344437625496,0.4003666043281555,vegetated,likely_degraded,,
128,75.0744091663145,33.886204231792384,0.4229499101638794,vegetated,intact,,
129,74.80446542343658,34.08500140416803,0.06604846566915512,bare_earth,intact,,
130,75.11115026143499,33.925550441236815,0.10482795536518097,bare_earth,intact,,
131,74.97703178951595,34.01735826327383,0.3637182116508484,vegetated,intact,,
132,74.75829201783284,34.024454954018374,0.7310795187950134,vegetated,intact,,
133,74.8579151828417,33.95124225836263,0.09063806384801865,bare_earth,likely_degraded,,
134,74.78003124770854,33.97594592867592,0.27100762724876404,vegetated,intact,,
135,74.84309298065372,33.91333335337279,0.12465374171733856,bare_earth,intact,,
136,74.85917282423947,33.956003329368464,0.05441712215542793,bare_earth,likely_degraded,,
137,74.83949971951725,33.92950302848694,0.537347137928009,vegetated,likely_degraded,,
138,74.79000254736226,33.97378997199404,0.390229195356369,vegetated,intact,,
139,74.84470994816513,33.89015681904251,0.42442747950553894,vegetated,intact,,
140,74.76242426813978,34.01654977951812,0.3360413908958435,vegetated,intact,,
141,74.97712162104435,34.01628028493289,0.2873482406139374,vegetated,intact,,
142,74.84947101917096,33.95088293224899,0.12804608047008514,bare_earth,likely_degraded,,
143,74.80024334160122,33.927706397918705,0.3142678141593933,vegetated,intact,,
144,74.85539990004615,33.93111999599836,0.5701650977134705,vegetated,intact,,
145,74.80060266771487,33.901385760094,0.024013986811041832,bare_earth,intact,,
146,74.80123148841375,33.9991224630062,0.10222508758306503,bare_earth,intact,,
147,74.79197884098733,33.99328341365943,0.6009774804115295,vegetated,intact,,
148,74.84488961122196,33.946750681942035,0.043142106384038925,bare_earth,likely_degraded,,
149,74.81632318518696,33.861410729950684,0.4961903989315033,vegetated,intact,,
150,74.77670748115729,33.9036315483043,0.3645845949649811,vegetated,intact,,
